Country,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,X
Bangladesh,488.55,449.64,378.45,381.82,406.09,386.61,405.12,408.47,429.88,442.96,439.34,445.99,444.03,449.91,460.2,464.5,472.78,479.37,479.76,482.22,497.97,504.82,521.24,534.76,544.68,561.69,576.14,590.77,609.62,626.42,648.34,670.27,685.2,707.12,733.81,771.52,812.75,860.32,902.85,938.23,979.28,1031.1,1086.48,1139.65,1196.26,1261.86,1337.86,1420.43,1516.54,1623.81,1663.42,1761.86,1858.78,1927.45,2017.12,2124.19,2228.75,2337.09,2448.38,2562.54,2679.48,2801.88,2929.87,3063.71, 
India,363.84,361.52,351.52,355.05,351.48,375.48,373.76,392.79,407.08,378.16,395.6,410.81,416.41,437.68,444.94,458.71,471.03,480.06,516.01,536.17,555.08,550.72,569.97,585.85,613.22,647.48,683.63,698.5,728.59,779.3,795.52,820.05,837.34,888.67,943.98,1003.07,1067.63,1132.54,1150.68,1223.62,1309.25,1359.26,1414.52,1485.46,1575.48,1680.59,1797.53,1901.7,1995.17,2072.28,1930.21,2089.23,2215.27,2315.36,2438.88,2567.44,2710.57,2858.62,3011.91,3170.43,3334.15,3499.69,3673.46,3855.86, 
Pakistan,507.4,496.29,487.69,509.32,514.65,524.09,539.14,547.14,574.5,576.19,635.06,642,662.13,687.82,706.1,740.54,759.19,785.6,821.97,839.6,853.03,872.05,922.09,922.32,935.63,958.46,978.32,963.64,964.4,975.29,987.11,990.34,988.01,1021.15,1075.46,1121.15,1160.77,1188.46,1181.84,1189.21,1180.23,1184.97,1199.57,1224.32,1253.71,1285.5,1329.4,1374.9,1424.38,1408.5,1362.22,1421.66,1456.5,1423.99,1453.21,1506.45,1549.65,1592.27,1636.11,1679.55,1722.49,1763.18,1804.83,1847.46, 
Other South Asia,351.01,345.52,340.16,349.36,357.71,367.3,372.59,381.29,392.87,548.18,596.48,653.7,669.97,690.41,733.5,701.77,732.63,711.24,693.28,664.32,689.17,708.54,706.79,703.89,710.13,741.03,757.08,785.73,793.69,810.28,839.49,825.48,848.22,872.5,897.67,940.15,983.68,1045.08,1092.84,1142.23,1219.75,1273.88,1364.58,1394.66,1438.14,1474.63,1502.98,1543.03,1575.98,1604.04,1518.84,1497.73,1403.65,1431.86,1504.89,1552.05,1599.15,1647.92,1696.73,1746.97,1798.39,1850.74,1904.63,1960.13,
Afghanistan,,,,,,,,,,412.95,518.73,633.73,652.74,701.67,774.14,599.55,660.82,581.51,478.58,356.81,359.01,359.14,330.1,282.62,252.16,302.53,310.07,318.24,295.8,297.75,289.07,269.72,318.68,327.33,323.02,350.6,358.23,404.3,415.34,490.41,548.57,539.12,594.64,614.05,616.61,611.32,610.74,612.54,609.34,612.42,584.05,456.37,411.56,393.02,393.91,395.08,396.54,398.48,400.43,402.39,404.76,406.74,408.73,410.74, 
Bhutan,,,,,,,,,,,352.22,387.38,386.96,416.23,420.45,423.82,458.29,571.1,580.89,606.66,656.09,642.64,698.34,743.04,782.51,850.31,899.19,931.84,969.35,1028.54,1081.26,1152.31,1258.61,1336.13,1395.22,1475.22,1556.36,1817.1,1879.28,1980.5,2189.5,2335.65,2426.19,2448.93,2560.92,2700.56,2888.09,2989.9,3047.81,3176.05,2828.77,2915.24,3011.12,3179.06,3347.39,3515.12,3688.04,3867.14,4051.11,4239.81,4441.71,4648.81,4865.57,5092.44, 
Nepal,311.97,302.26,305.8,298.49,311.18,309.42,316.48,319.3,326.38,327.01,312.54,331.06,335.66,318.06,340.58,352.84,359.99,357.09,375,381.35,388.84,402.79,407.5,411.23,432.95,437.16,451.05,464.51,469.44,481.34,502.47,517.76,510.15,522.28,539.21,552.09,565.52,579.18,608.25,628.58,649.81,661.69,682.63,700.34,731.94,746.58,741.78,793.75,838.09,888.07,859.41,888.57,930.05,960.88,1000.36,1048.24,1099.72,1154.38,1210.6,1269.57,1331.41,1394.93,1461.49,1531.22, 
Sri Lanka,742.26,737.31,720.46,757.72,774.65,809.15,822.18,849.77,881.64,919.99,957,994.41,1022.3,1063.12,1111.85,1157.65,1191.32,1195.68,1210.92,1223.38,1288.23,1336.26,1378.87,1453.25,1512.09,1574.6,1615.55,1698.76,1759.19,1813.07,1896.79,1845.97,1897.9,1987.18,2071.75,2182.51,2325.8,2460.08,2582.54,2650.66,2835.35,3044.76,3292.65,3373.94,3510.41,3654.94,3787.74,3892.49,3991.11,4053.23,3839.7,3948.97,3617.5,3744.77,4012.62,4166.89,4318.11,4472.79,4628.56,4789.75,4951.79,5119.31,5292.51,5471.56, 
Oceania,21407.52,21790.18,22249.33,22620.91,23185,23012.55,23234.28,23522.72,23458.46,24082.27,24432.1,24827.02,25159.4,24476.53,25278.1,26124.07,26776.33,26982.36,27844.77,28297.4,28657.3,28087.53,27857.06,28700.82,29494.94,30201.7,30904.63,31556.68,32383.48,33580.21,34353.73,34558.15,35409.16,35999.55,36932.05,37587.79,38100.39,38883.41,39297.39,39209.45,39383.41,39741.2,40573.93,40979.12,41489.74,41878.94,42419.5,42777.58,43380.52,43591.7,42102.7,43655.2,44548.73,44573.53,45055.22,45799.7,46596.79,47369.93,48112.32,48772.71,49392.91,49980.45,50574.23,51174.29,
Australia,26589.77,27062.15,27609.24,27900.11,28577.91,28601.33,29037.58,29784.64,29725.05,30597.91,31151.14,31571.86,32154.22,31101.89,32231,33570.23,34522.89,34873.7,36274.1,37035.52,37726.26,37032.42,36716.52,37781.14,38898.23,39947.91,40989.04,42101.05,43536.08,45230.24,46452.8,46751.4,48016.3,48864.2,50258.37,51253.98,52002.68,53130.79,53949.03,53879.73,54076.64,54550.6,55732.85,56218.55,56787.05,57230.89,57928.94,58351.41,59150.09,59393.74,57506.67,59692.47,61093.39,61226.34,61932.65,63071.84,64300.28,65509.89,66677.39,67733.66,68739.61,69692.44,70658.47,71637.9, 
New Zealand,20850.5,21284.18,21962.79,23175.9,24034.02,23167.86,23117.96,22128.32,22192.49,22687.77,22938.5,23891.19,23877.51,24396.19,25258.2,25467.52,26024.98,26184.63,26023.34,25940.09,25704.81,25118.93,25115.09,26394.75,27361.69,28214.13,28801.13,29065.88,29096.35,30524.74,31257.49,32041.35,33017.93,33981.3,34927.72,35730.37,36372.41,37107.88,36373.62,35916.76,36045.26,36572.63,37135.7,37756.98,38552.39,39218.36,39877.21,40381.44,41204.66,41449.9,40412.81,42265.6,42661.45,42596.78,43318.7,44094.75,44917.7,45719.8,46445.51,47090.59,47698.51,48266.91,48842.09,49424.12, 
Other Oceania,2137.97,2220.58,2288.51,2406.66,2413.49,2334.13,2260.61,2256.67,2351.63,2485.92,2475.42,2448.37,2380.94,2368.84,2377.05,2375.43,2437.51,2410.1,2412.54,2394.13,2280.76,2356.71,2544.93,2794.43,2888.23,2848.71,2965.88,2837.29,2740.63,2767.47,2660.4,2594.58,2568.79,2600.7,2639.11,2651.03,2771.14,2871.75,2857.92,2873.06,3043.79,3074.67,3127.84,3201.79,3474.23,3668.33,3762.68,3858.98,3840.2,3957.02,3514.03,3564.89,3697.4,3787.61,3898.88,3971.81,4031.47,4089.87,4148.18,4205.84,4260.28,4316.59,4373.88,4432.17,
Fiji,2727.55,2849.81,3001.19,3277.42,3309.1,3263.12,3300.83,3412.08,3410.19,3756.46,3625.29,3781.66,3490.1,3287,3491.89,3267.08,3450.92,3192.72,3193.51,3399.87,3565.04,3438.34,3616.23,3661.21,3814.8,3876.79,4029.64,3907.28,3922.7,4233.8,4131.55,4184.06,4286.54,4295.17,4486.6,4481.63,4524.69,4443.2,4445.16,4343.35,4433.48,4516.58,4544.65,4724.24,4953.34,5149.11,5244.24,5495.17,5656.33,5685.78,4684.35,4424.65,5043.67,5419.02,5737.1,6000.8,6223.87,6428.44,6633.54,6831.95,7029.48,7218.71,7413.03,7612.58, 
Maldives,,,,,,,,,,,3050.3,3199.32,3339.47,3383.49,3849.93,4253.25,4435.78,4638.16,4844.2,5087.81,3727.79,3798.82,3863.51,3923.41,4110.2,5401.91,5612.2,5969.15,6291.69,6444.28,6502.47,6124.92,6444.91,7178.37,7422.51,6262.97,7628.99,7838.11,8115.58,7331.18,7877.4,8566.33,8794.17,9445.57,10148.02,10449.82,11120.45,11887.65,12717.37,13392.33,8933.16,12676.65,14257.45,15293.09,16378.16,17480.86,18448.09,19423.89,20411.54,21407.72,22408.88,23364.82,24361.53,25400.76, 
Papua New Guinea,2235.23,2314.11,2384.44,2482.26,2487.86,2404.11,2265.22,2227.19,2356.12,2338.35,2225.04,2165.11,2119.11,2132.79,2071.67,2099.81,2142.08,2144.66,2149.75,2063.83,1948.97,2078.45,2303.27,2649.82,2732.11,2570.94,2696.11,2522.52,2363.98,2345.45,2228.26,2169.36,2112.38,2105.88,2111.99,2194.01,2260.44,2383.34,2325.14,2431.2,2622.82,2599.12,2667.34,2716.93,3028.02,3255.72,3329.16,3386.54,3303.29,3430.43,3241.35,3166.38,3212.84,3239.39,3305.54,3329.23,3347.98,3367.63,3387.42,3407.33,3424.02,3444.16,3464.42,3484.8, 
Samoa,2382.33,2640.95,2629.65,2805.01,2498.37,2385.67,2606.01,2537.87,2668.48,2989.9,2774.55,2493.86,2550.17,2562.41,2595.31,2695.8,2842.04,2851.57,2803.13,2896.54,2756.03,2678.53,2655.21,2742.11,2650.64,2804.03,2979.87,2973.28,3012.26,3052.55,3236.81,3430.74,3546.99,3673.19,3807.67,3928.98,3968.45,4181.11,4188.83,3958.3,3954.4,4094.69,3903.85,3864.51,3844.87,3985.92,4281.99,4300.29,4182.2,4301.68,3845.45,3735.35,3713.39,4010.74,4108.3,4202.74,4276.69,4348.89,4417.98,4483.79,4546.13,4609.33,4673.42,4738.39, 
Solomon Islands,1362.06,1385.17,1370.16,1445.29,1682.79,1485.05,1632.69,1755.31,1855.01,2178.44,2048.29,1943.76,1848.57,1857.28,1799.3,1685.86,1627.24,1707.43,1673.66,1689.57,1672.3,1717.42,1875.56,1890.47,2001.79,2101.58,2072.22,1982.89,1960.4,1896,1580.47,1414.66,1338.08,1387.42,1417.67,1456.61,1519.09,1590.6,1663.07,1547.4,1615.21,1787.77,1828.64,1843.87,1846.29,1854.95,1876.83,1909,1945.54,1961.4,1861.19,1822.17,1712.91,1732.81,1748.94,1771.52,1793.83,1815.01,1836.45,1858.16,1878.3,1898.66,1919.23,1940.03, 
Tonga,2098.91,2117.76,2135.43,2147.84,2182.9,2199.66,2192.81,2285.32,2316.27,2347.11,2411.99,2472.71,2574.66,2610.41,2645.29,2801.22,2845.13,2916.09,2850.57,2853.07,2787.58,2959.18,2959.36,3062.51,3206.54,3318.09,3311.59,3292.12,3357.56,3463.58,3555.87,3659.43,3760.07,3815.39,3779.26,3817.01,3765.05,3589.68,3684.22,3754.01,3875.99,3973.26,3999.94,3868.71,3944.51,4088.58,4226.28,4342.18,4358.94,4164.42,4192.19,4089.24,4017.44,4145.58,4312.57,4436.03,4532.8,4632.92,4730.6,4830.34,4932.19,5031.23,5132.25,5235.31, 
Vanuatu,,,,,,,,,,2399.95,2064.6,2089.29,2246.85,2485.5,2647.91,2600.59,2526.88,2388.27,2285.65,2260.64,2461.82,2477.48,2482.21,2444.44,2607.98,2579.49,2586.51,2660.67,2722.74,2682.06,2766.12,2599.9,2403.19,2442.19,2475.25,2541.37,2688.86,2760.17,2869.38,2896.69,2878.18,2849.9,2838.34,2834.37,2841.32,2790.27,2832.11,2902.22,2929.53,2961.76,2754.02,2720.24,2721.42,2758.26,2823.84,2878.25,2923.35,2969.43,3013.31,3060.86,3106.14,3152.09,3198.72,3246.03, 
Other Asia Oceania,914.95,957.73,1006.37,1065.68,1103.08,1114.82,1163.43,1209.78,1264.82,1479.65,1562.3,1649,1758.38,1836.6,1929.79,1881.69,1914.54,1984.13,2057.37,2109.41,2205.88,2278.4,2333.6,2418.8,2519.15,2602.28,2693.92,2787.75,2707,2770.25,2907.95,2862.19,2916.87,2986.92,3191.39,3346.74,3564.49,3822.46,3883.27,3884.36,4316.67,4569.63,4762.76,4932.68,5043.08,5008.63,5077.05,5240.61,5350.46,5345.73,4849.33,5079.28,5023.46,5154.83,5357.21,5503.94,5636.08,5758.93,5873.56,5990.12,6109.6,6223.98,6340.65,6459.66,
Middle East,5542.78,6064.62,6708.66,7170.16,7577.52,7234.58,7951.11,7995.18,7443.65,7623.86,7238.72,7070.84,6570.46,6221.4,6013.61,5797.18,5749.9,5745.83,5696.07,5664.71,6280.55,6320.71,6563.02,6716.74,6663.91,6811.41,7020.46,7221.71,7363.74,7227.14,7533.59,7335.26,7374.11,7599.43,8148.3,8467.73,8824.99,9048.85,9147.29,8843.37,9196.08,9681.38,9796.95,10031.04,10222.8,10371.05,10700.87,10852.02,10722.27,10576.77,10166.16,10659.04,11130.25,11234.96,11410.49,11620.43,11780.31,11952.84,12139.54,12326.77,12508.91,12722.14,12939.2,13160.15,
Iran,5570.79,6195.71,6891.06,7272.05,7523.65,7128.19,8112.23,7540.47,6273.47,5415.48,3766.25,3421.22,4174.16,4353.18,3817.76,3753.39,3247.06,3158.91,2898.18,2986.94,3269.32,3530.59,3544.99,3561.85,3496.93,3533.09,3672.45,3644.55,3678.62,3668.13,3841.01,3826.69,4072.6,4355.34,4501.2,4588.15,4760.32,5084.64,5033.49,5018.19,5241.72,5322.75,4872.95,4801.79,4951.57,4816.23,5389.98,5521.38,4725.74,4358.35,4383.56,4531.91,4588.57,4671.14,4792.08,4926.52,5097.59,5264.47,5410.85,5529.06,5633.39,5745.38,5859.6,5976.1, 
Iraq,1454.63,1482.64,1487.68,1502.58,1687.59,1836.25,2081.21,2051.34,2316.58,2701.08,3251.43,3116.96,3117.04,2620.98,2495.48,2445.76,2472.2,2653.92,2570.98,2412.5,3686.09,1375.36,1783.89,2255.83,2273.11,2251.49,2424.19,2850.9,3730.19,4255.81,4188.01,4158,3747.47,2430.01,3637.15,3681.83,4029.02,4127.13,4377.01,4354.38,4483.77,4658.22,5078.89,5221.59,5090.6,5093.47,5741.68,5480.54,5329.56,5442.01,4722.52,4753.42,5030.17,5055.23,5063.05,5143.74,5152.03,5167.2,5187.48,5218.06,5253.94,5284.91,5316.05,5347.39, 
Saudi Arabia,20383.96,23868.14,28501.28,34359.46,38766.16,33640.95,37463.39,37594.53,33246.7,34660.42,34215.25,32806.53,24545.51,19461.83,17591.08,15007.31,16722.2,14949.42,16228.31,15538.5,17641.44,19984.18,19861.45,18964.15,18484.35,17979.38,17934.52,17642.89,17683.04,16596.53,17112.64,16518.95,15707.72,17122.1,18139.81,18822.08,18829.56,18484.94,18952.15,17929.72,18208.94,19454.4,20017.57,20101.68,20404.13,20829.8,20792.63,20280.85,20428.38,20160.76,18973.49,19400.13,20756.01,21034.51,21198.71,21564.87,21435.55,21435.55,21604.5,21838.87,22075.78,22598.8,23134.21,23682.31, 
Turkey,3253.87,3357.85,3519.36,3538.8,3641.31,3804.63,4107.18,4156.41,4131.32,4022.74,3847.41,3929.53,3965.97,4060.86,4230.91,4310.18,4512.22,4836.45,4846.97,4763.52,5105.96,5053.17,5220.97,5531.99,5192.75,5516.72,5834.89,6184.07,6234.47,5936.64,6241.15,5787.8,6077.76,6335.38,6857.77,7381.71,7809.34,8104.13,8078.16,7611.96,8168.37,8980.54,9299.84,9958.25,10337.4,10826.73,11051.71,11792.71,12063.44,12109.58,12254.25,13597.56,14236.7,14418.2,14752.09,15015.42,15293.72,15582.57,15892.67,16208.94,16531.51,16876.94,17229.6,17589.62, 
Other Middle East,6839.28,7273.39,7782.58,7753.8,7831.42,7705.18,7812.81,8304.14,8292.96,9400.2,9610.09,9477.24,8799.13,8686.27,8834.78,8692.28,8163.79,8331.76,7941.02,8072.29,8722.69,8722,9265.55,9525.86,9837.59,10126.94,10311.68,10634.99,10686.72,10605.84,11066.28,10959.4,10906.34,11190.63,11725.02,12013.95,12440.13,12456.01,12452.08,12073.34,12392.6,12744.11,12920.48,13152.59,13298.8,13362.52,13576.94,13631.02,13662.27,13478.87,12600.24,12879.5,13321.86,13330.73,13482.59,13706.12,13919.65,14126.19,14321.84,14513.88,14693.79,14854.77,15018.13,15183.92,
Bahrain,,,,,,17526.29,21004.02,22518.04,22625.82,21439.67,22183.5,20082.37,17863.05,18284.11,18489.16,16963.97,16532.38,17596.17,18181.74,17626.08,17787.79,19147.48,19839.84,21800.74,21176.85,21458.29,21800.96,21946.21,22468.89,22894.92,23559.94,23527.94,22861.77,22242.25,21911.88,21662.28,21460.02,21713.74,21950.74,21779.09,22035.35,21831.85,22035.46,22631.12,23026.98,23114.18,23356.96,23697.42,23630.75,23549.56,21994.02,22251.92,23127.13,23528.33,23952.39,24353.94,24732.06,25100.1,25448.71,25776.92,26109.36,26446.42,26787.83,27133.66, 
Israel,15521.88,16687.03,18118.42,18526.19,19198.5,19419.36,19090.02,18891.74,19531.56,20271.9,20150.41,20872.99,20995.64,21325.76,21142.8,21609.13,22124.69,23303.71,23577.91,23311.83,24329.32,25237.44,26214.85,26332.37,27316.1,28147.19,28693.78,29051.23,29413.58,29554.99,30953.62,30309.82,29740.78,29461.2,30110.03,30707.74,31826.74,33060.07,33444.69,33145.36,34355.88,35333.05,35466.6,36275.59,37002.36,37247.04,38136.98,38886.92,39627.18,40412.35,39076.04,41866.8,43888.25,44327.8,44915.53,45559.95,46267.25,46997.31,47738.89,48492.16,49257.32,50035.33,50825.62,51628.39, 
Jordan,2885.4,2811.31,2865.19,2577.66,2482.68,2371.91,2842.16,2919.75,3409.69,3592.95,4105.51,4123.52,4249.24,4166.89,4357.77,4342.1,4479.32,4449.87,4220.84,3527.48,3295.45,3014.34,3357.42,3409.15,3492.13,3630.08,3617.19,3648.69,3670.03,3706.64,3774.36,3881.74,4012.62,4085.31,4328.91,4562.54,4530.47,4525.64,4735.63,4887.6,4894.15,4903.49,4952.03,4593.58,4128.95,3931.02,3864.69,3866.78,3862.54,3861.76,3748.87,3800.27,3863.92,3925.59,3991.68,4036.68,4063.62,4087.59,4115.75,4144.11,4172.66,4201.44,4230.41,4259.59, 
Kuwait,61887.33,62786.95,61764.88,55398.3,47212.73,40907.93,41936.82,39365.66,39712.6,42508.58,31817.35,24639.79,20663.22,21819.54,21960.21,19866.34,20655.36,21415.94,18485.01,22346.06,16710.75,22327.74,26084.46,32946.78,33746.57,33493.44,32217.46,31896.64,32031.51,30531.21,31058.11,30272.86,30353.52,34672.04,37222.91,40088.68,41980.91,43392.76,43419.87,39442.72,37687.64,40481.38,42336.87,42044.89,41525.3,41085.14,41626.8,39075.01,39003.26,38639.78,34771.7,35508.57,37121.49,36810.33,38099.83,39215.18,39812.32,40285.34,40604.43,40765.24,40765.24,40644.04,40523.19,40402.7, 
Lebanon,6691.85,7115.5,7773.1,7932,7918.9,5423.4,2306.87,4172.9,3984.57,4285.03,4352.88,4297.47,2667.26,3213.9,4560.17,5567.77,5101.53,5858.27,4086.82,2318.72,2877.11,4217.5,4850.92,5315.19,5687.93,5997.7,6615.97,6630.9,6821.1,6736.67,6750.39,6901.21,7028.15,7145.14,7507.83,7594.69,7558.76,8050.25,8602.36,9374.71,10083.43,10126.47,10157.71,9445.72,8471.46,8074.66,8128.46,8208.58,8222.15,8094.53,6419.44,5866.15,5652.09,5643.71,5776.96,6029.71,6295.1,6539.39,6754.11,6935.57,7080.49,7186.17,7293.42,7402.28, 
Oman,8205.44,8028.57,8533.45,7078.85,7643.51,9207.46,10594.58,10186.04,9304.73,9210.97,9270.79,10295.1,10925.85,12162.11,13588.91,14880.71,14620.4,13615.61,13917.4,15005.57,14463.25,14752.37,15388.13,15709.92,15829.91,16140.71,16170.44,16690.31,16696.27,16271.43,16754.05,17118.49,16571.8,15801.71,15692.35,15777.38,16314.54,16724.04,17755.5,18479.8,18988.39,18404.59,19717.09,20161.94,20294.49,20809.73,21396.98,21039.38,20984.65,20675.87,19591.39,19814.93,20287.08,20120.85,20109.96,19832.47,19705.4,19589.03,19473.35,19377.42,19281.96,19167.87,19054.45,18941.7, 
